Empresa,Objetos
FRA. VA. S.R.L,"['15', '17', '21', '22', '25', '27', '28', '29', '31', '32', '34', '35', '36', '37', '38', '39', '40', '42', '44', '45', '48', '56', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
CAP-UNION A.S.,"['72', '73', '74', '76', '78', '79', '80']"
HEMO DIAGNOSTICA S.R.L.,"['30', '38', '39', '84', '90', '94']"
IVEKTA S.R.L.,"['16', '18', '22', '25', '39', '40', '44', '48', '70', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89']"
VO VNESHTORGSERVICE,"['40', '73', '76', '84', '85', '86', '87', '88', '89', '90']"
YIWU OCEAN IMPORT & EXPORT CO.LTD.,"['2', '3', '4', '5', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '21', '22', '28', '29', '31', '32', '33', '34', '37', '38', '39', '40', '41', '42', '43', '44', '45', '48', '49', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '73', '74', '75', '76', '82', '83', '84', '85', '86', '87', '90', '91', '92', '94', '95', '96']"
LUCIA ALTIERI S.R.L,"['2', '3', '4', '7', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '33', '42', '43', '44', '61', '62', '64', '65', '66', '67', '71', '82', '84', '91', '96']"
"COMPAÑÍA DE ESTUDIOS, SERVICIOS Y TECNOLOGIAS APLICADAS, S.L. (CESYTA).","['83', '84', '85']"
"SUPER RIFLE, S.P.A.","['33', '34', '42', '43', '61', '62', '63', '64', '65', '66']"
"CONSERVAS DE CAMBADOS, S.A.","['3', '16', '21']"
"CASABLANCA, S.A.","['4', '7', '8', '9', '10', '11', '12', '13', '15', '16', '17', '18', '19', '20', '21', '22', '23', '25', '32', '33', '34', '35', '37', '38', '39', '40', '41', '42', '43', '44', '46', '48', '49', '50', '51', '52', '53', '54', '55', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '69', '70', '71', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '93', '94', '95', '96']"
"C.R.TECHONOLOGY SYSTEM, S.R.L.","['27', '32', '34', '38', '39', '40', '63', '68', '70', '71', '73', '74', '76', '82', '83', '84', '85', '86', '87', '90', '91', '94', '96']"
"PRODUCTOS LA CONSTANCIA,S.L.","['7', '9', '12', '21', '24', '28']"
"ANACO,B.V.","['8', '22', '40', '87']"
"ECOGEO SERVIZI ALLE IMPRESE, SRL.","['39', '59', '70', '72', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '90', '91', '94']"
ADIDAS LATIN AMERICA S.A.,"['33', '34', '39', '42', '61', '62', '63', '64', '65', '66', '90', '91', '94', '95']"
"REPRESENTACIONES PLATINO,S.A. / ECHO EXPORT,S.R.L.","['40', '48', '49', '59', '68', '70', '73', '74', '76', '82', '83', '84', '85', '86', '87', '90', '91', '94']"
MIGUEL TORRES S.A.,"['15', '22']"
DOMINGO ALONSO INTERNACIONAL S.L.,"['28', '32', '33', '34', '35', '38', '39', '40', '41', '42', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
ZEPOL MARIN S.A,"['32', '38', '39', '40', '68', '70', '72', '73', '76', '78', '82', '83', '84', '85', '87', '90', '91', '96']"
EPROMEXT S.L.,"['35', '38', '39', '40', '43', '44', '48', '55', '56', '57', '58', '59', '63', '68', '69', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '93', '94']"
COMARGO COMPOSITES S.L.,"['15', '25', '27', '28', '29', '32', '34', '35', '38', '39', '40', '54', '68', '70', '82', '84', '96']"
FICUBA S.L,"['28', '32', '34', '35', '37', '38', '39', '40', '48', '50', '52', '54', '59', '61', '63', '65', '72', '73', '74', '75', '76', '82', '84', '85', '87', '90', '94', '96']"
CASES & CASES,"['2', '3', '4', '7', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '28', '29', '30', '31', '32', '33', '39', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '91', '96']"
BIOAMAZONAS-INDÚSTRIA E COMÉRCIO DE MEDICAMENTOS FITOTERÁPICOS LTDA.,"['28', '29', '30', '31', '38', '96']"
"GESTION EMPRESARIAL MALLORQUINA, S.L.","['29', '39', '70', '72', '73', '74', '82', '83', '84', '85', '90', '91', '94']"
VITOL ENERGY (BERMUDA).,"['17', '27']"
Corporación Panamericana S.A. / COMERCIAL CARIMEX S.A DE C.V.,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89']"
Corporación Panamericana S.A. / ETCO INTERNATIONAL COMMODITIES LTD,"['34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
CURPSAP S.L,"['27', '32', '38', '39', '40', '42', '48', '56', '68', '70', '74', '82', '83', '84', '85', '90']"
SCHNEIDER ELECTRIC INDUSTRIES S.A.S,"['85', '90']"
SEPPIM S.A.S,"['28', '29', '30', '35', '37', '38', '39', '40', '90', '94']"
"TECNOLOGÍA E INNOVACIÓN PARA LA CONSTRUCCIÓN Y DECORACIÓN, S.A. (TECNISA)","['2', '3', '4', '10', '11', '15', '16', '18', '19', '21', '22', '39', '40', '42', '44', '45', '48', '49', '55', '56', '57', '59', '63', '68', '69', '70', '72', '73', '74', '76', '78', '79', '80', '82', '83', '84', '85', '90', '94', '97']"
"REPRESENTACIONES PLATINO, S.A. / ECHO EXPORT, S.R.L.","['40', '48', '49', '59', '68', '70', '73', '74', '76', '82', '83', '84', '85', '86', '87', '90', '91', '94']"
"ATHEL APLICACIONES Y TECNOLOGIA, S.A.","['25', '27', '32', '39', '48', '68', '72', '73', '74', '75', '76', '80', '82', '83', '84', '85', '86', '90', '91', '94']"
SINOCHEM GROUP,['27']
CON-IMPEX Handelsgesellschaft mbH,"['2', '4', '15', '16', '19', '28', '29', '31', '32', '38', '39', '40', '44', '45', '70', '72', '73', '74', '75', '76', '77', '78', '79', '80', '84', '85', '86', '87', '88', '89', '90']"
MASTER & MASTER TRADING CORP S.A.,"['4', '9', '10', '11', '13', '15', '16', '17', '18', '19', '20', '21', '32', '35', '39', '48', '73', '76', '82', '84', '90']"
IBADESA CANARIAS S.L.,"['15', '23', '26', '29', '30', '31', '38', '39', '72', '73', '74', '76']"
REPRESENTACIONES UNIDAS CONTINENTALES S.A.,"['27', '32', '39', '44', '68', '69', '70', '72', '73', '74', '76', '83', '84', '85', '94']"
LUBRICANTES ARGENTINOS DE ALTA PERFORMANCE S.A.,"['27', '38', '84']"
GILL & DUFFUS S.A.,"['1', '2', '4', '6', '9', '10', '11', '12', '15', '16', '17', '18', '20', '22', '23', '31', '38', '40', '44', '63', '82', '84', '85', '87']"
"COMERCIAL TAKE OFF, S.A. / MULTIPRO, S.A. (2001) INC.","['2', '3', '4', '7', '8', '16', '19', '20', '21', '22', '33', '34', '38', '39', '40', '44', '48', '49', '57', '76', '85', '95']"
TAN-VIET INTERNATIONAL S.A.,"['2', '3', '4', '7', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '29']"
"FINAUTO INTERNATIONAL, LTD.","['25', '28', '32', '34', '35', '37', '38', '39', '40', '42', '45', '48', '49', '57', '59', '61', '63', '65', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L.,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '25', '32', '38', '39', '40', '42', '44', '45', '48', '49', '55', '68', '69', '70', '72', '73', '74', '76', '78', '79', '82', '83', '84', '85', '86', '87', '90', '91', '94', '95', '96']"
RAYTUR CARIBE S.A.,"['2', '3', '4', '7', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '32', '34', '39', '40', '42', '43', '44', '48', '49', '57', '61', '62', '63', '64', '69', '70', '73', '74', '76', '82', '83', '84', '85', '94', '96', '97']"
"TRAFIGURA BEHEER,B.V.","['27', '72', '74', '76', '79']"
COMERCIAL DOS BOCAS S.A DE C.V.,"['32', '34', '35', '38', '39', '40', '56', '59', '63', '68', '73', '74', '82', '84', '85', '94']"
"INTERNACIONAL DE COMERCIO NADINE, S.L.","['28', '40', '73', '84', '85', '86', '87']"
"ORTIZ ASPIZÚA HERMANOS, S.L.","['39', '40', '68', '69', '72', '73', '74', '75', '76', '78', '79', '82', '83', '84', '85', '87', '90', '91', '94']"
"BORDOY Y ASOCIADOS CIA, LTDA.","['6', '14', '27', '32', '33', '34', '39', '40', '44', '48', '49', '56', '57', '58', '65', '67', '68', '69', '70', '72', '76', '82', '83', '84', '94', '95', '96', '97']"
"QUÍMICAS QUIMXEL, S.L.","['28', '29', '33', '34', '38', '39', '48', '50', '51', '52', '54', '57', '63', '66', '76']"
"LINYI FAR EAST IMPORT & CO., LTD.","['39', '40', '82', '83', '84', '85', '96']"
"GRUPO B.M., INC.","['12', '32', '38', '39', '84', '85', '94']"
"VOLVO CONSTRUCTION EQUIPMENT, A.B.","['27', '34', '38', '39', '40', '59', '68', '70', '82', '83', '84', '85', '87', '91']"
"REPRESENTACIONES PLATINO, S.A., / OLINET INTERNATIONAL, S.A.","['85', '86']"
"EMPRESA DR. ING. GIOVANNI TOGNOZZI, S.P.A.","['32', '38', '39', '40', '42', '43', '59', '61', '62', '63', '64', '65', '68', '69', '72', '73', '76', '82', '83', '84', '85', '87', '90', '94']"
"POLINDUSTRY, S.A.","['13', '27', '32', '34', '35', '38', '39', '40', '42', '45', '48', '56', '59', '61', '62', '63', '64', '65', '68', '69', '70', '72', '73', '74', '76', '78', '79', '80', '82', '83', '84', '85', '90', '91', '94', '96']"
AKBAR S.R.L.,"['84', '85', '86', '87', '90']"
"ZHENGZHOU YUTONG BUS, CO., LTD.","['15', '27', '28', '29', '32', '34', '35', '38', '39', '40', '45', '48', '49', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
"FROXA, S.A.","['3', '7', '15', '16', '19', '20', '22']"
COMERCIAL CAIMAN INTERNACIONAL S.A.,"['28', '30', '31']"
FRAMA SPA,"['32', '34', '35', '39', '40', '41', '42', '44', '45', '46', '47', '52', '54', '55', '56', '57', '58', '59', '63', '66', '68', '70', '72', '73', '74', '76', '78', '81', '82', '83', '84', '85']"
"REPRESENTACIONES CULTURALES, S.A., “RECSA” / BETA MUSIC DI FABRI G & C, S.A.S.","['58', '76', '85', '90', '92', '94']"
INTEREX CANADA INC.,"['32', '38', '39', '40', '42', '44', '47', '48', '54', '56', '59', '63', '68', '69', '70', '72', '73', '74', '76', '79', '80', '82', '84', '85', '87', '90', '94', '96']"
"GRUPO INTERNACIONAL CARBACAN S.A., (GIC. S.A.)","['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '94', '95', '96', '97']"
GUARCONSA S.A.,"['39', '73', '84', '85', '94']"
ALJORA INTERNATIONAL HOLDING INC.,['39']
"JINJIANG JIANDA GARMENTS AND WEARING, CO. LTD.","['42', '48', '61', '62', '63', '64', '65', '66', '94', '96']"
"BRANDSMA VORKHEFTRUCKS, B.V","['15', '35', '40', '59', '68', '70', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '87', '90', '91', '94']"
"MIESA EXPORTACION, S.L.","['82', '83', '84', '85', '90']"
"GARONDA, S.L.","['3', '9', '16', '17', '18', '22', '24']"
"GROUPE BERNARD HAYOT, S.A.S.","['40', '87']"
"MAYOR CATALANA, S.L.","['27', '39', '40', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '94']"
"MUTSUMI TRADING CO., LTD.","['32', '34', '35', '38', '39', '55', '59', '72', '73']"
"HOTELSA ALIMENTACION, S.L.","['4', '8', '9', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '29', '33', '34', '35', '38', '39', '48', '84']"
"REPRESENTACIONES PLATINO, S.A. / ELETROFLEX COMERCIAL EXPORTADORA LTDA.","['25', '27', '28', '29', '30', '32', '33', '34', '35', '38', '39', '40', '42', '43', '44', '45', '48', '49', '53', '54', '55', '57', '58', '59', '61', '62', '63', '64', '68', '69', '70', '71', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '91', '94', '95', '96']"
"SUPPLY IN BOND, S.A.","['3', '4', '9', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '25', '27', '28', '29', '30', '32', '33', '34', '35', '38', '39', '40', '42', '43', '44', '45', '48', '49', '53', '54', '55', '57', '58', '59', '61', '62', '63', '64', '68', '69', '70', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '91', '94', '95', '96']"
"ASIA FERRETERIA INDUSTRIAL, S.L.","['34', '39', '40', '44', '48', '62', '63', '64', '68', '69', '70', '73', '74', '76', '82', '83', '84', '85', '94', '96']"
"ALMACENES PRIETO, S.A.",['64']
"LA FUENTE SEGOVIA, S.L.","['25', '32', '35', '38', '39', '44', '48', '59', '68', '69', '70', '76', '82', '84', '85', '93']"
WOMY TRADING AND MANAGEMENT B.V.,"['21', '22', '28', '29', '30', '32', '33', '35', '38', '39', '40', '42', '43', '47', '48', '49', '57', '61', '62', '63', '64', '65', '68', '70', '73', '74', '75', '82', '83', '84', '85', '86', '87', '88', '90', '91', '96']"
"REPRESENTACIONES CULTURALES, S.A., (RECSA) / SALINA COMPAÑÍA DE SERVICIOS INTEGRALES, S.L.","['25', '28', '32', '39', '44', '48', '49', '69', '70', '73', '83', '84', '96']"
"REPRESENTACIONES PLATINO, S.A. / SAROK CARIBE, S.R.L.","['27', '40', '74', '84', '85']"
A.E.E. ZARUBEZHTSVETMET,"['39', '40', '59', '63', '68', '69', '72', '73', '74', '76', '79', '80', '81', '84', '85', '86', '87']"
"REPRESENTACIONES PLATINO, S.A. / KERASOL 2000, S.L.","['3', '5', '7', '9', '15', '16', '17', '20', '22', '25', '32', '38', '39', '40', '45', '48', '55', '62', '64', '65', '68', '69', '70', '72', '73', '74', '76', '79', '82', '83', '84', '85', '87', '94', '96']"
REPRESENTACIONES JUNIOR LIMITADA,"['2', '3', '4', '7', '8', '9', '10', '11', '15', '16', '17', '18', '19', '20', '21', '22', '25', '28', '30', '31', '32', '33', '34', '35', '36', '38', '39', '40', '42', '44', '48', '49', '50', '51', '52', '53', '54', '55', '57', '58', '60', '61', '62', '63', '64', '65', '66', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '96']"
FIXATION R. & M SERVICES LTD.,"['25', '27', '28', '29', '32', '34', '35', '38', '39', '40', '48', '49', '56', '59', '61', '62', '63', '68', '70', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
P.A.S.I. PUMPEN UND ARMATUREN SERVICE INTERNATIONAL GmbH.,"['28', '29', '32', '38', '39', '40', '45', '70', '72', '73', '74', '75', '76', '78', '79', '80', '84', '85', '90']"
"SHANGHAI KANGNUO INTERNATIONAL TRADE CO., LTD.","['27', '29', '30', '32', '35', '37', '39', '40', '44', '45', '48', '52', '54', '55', '56', '58', '59', '60', '61', '62', '63', '66', '70', '72', '73', '76', '82', '83', '84', '85', '87', '90', '94', '95']"
REPRESENTACIONES PLATINO S.A. / DISTRIBUCIONES EXCLUSIVAS SERCOIS SLL.,"['1', '2', '3', '4', '5', '9', '10', '11', '15', '16', '17', '18', '19', '20', '21', '22', '24', '25', '27', '28', '29', '30', '31', '32', '33', '34', '35', '38', '39', '40', '42', '44', '48', '50', '51', '52', '53', '54', '55', '56', '57', '58', '60', '61', '62', '63', '64', '65', '66', '67', '68', '71', '72', '73', '74', '76', '79', '82', '83', '85', '87', '90', '91', '94', '95', '96']"
"VETROMECCANICHE INVEST MATERIAIS DE CONSTRUCAO LDA., CORP.","['14', '25', '27', '32', '39', '40', '41', '42', '44', '45', '48', '49', '52', '53', '55', '56', '57', '58', '59', '60', '61', '63', '64', '65', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '89', '90', '91', '94', '95', '96']"
SOCIEDAD ANÓNIMA IBÉRICA DE DISTRIBUCIONES INDUSTRIALES (SAIDI),"['39', '68', '73', '83', '84', '90']"
"GIEINTER, A.G.","['2', '3', '4', '7', '8', '10', '11', '12', '13', '15', '16', '17', '19', '20', '22', '23', '27', '28', '29', '31', '32', '35', '38', '40', '41', '44', '48', '72', '73', '74', '76', '84', '96']"
"MIGUEL CARRERA Y CIA, S.A.","['73', '84', '85', '87', '90']"
"MULTIPLE TRADING, INC.","['39', '40', '61', '62', '63', '69', '70', '73', '82', '83', '84', '85', '87', '91', '96']"
DALLANT S.A.,"['13', '29', '32', '33']"
"MOTOINSA, S.A.","['13', '15', '26', '27', '28', '29', '32', '34', '35', '37', '38', '39', '40', '42', '43', '44', '45', '48', '49', '56', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96']"
CHEMATEK S.P.A.,"['27', '28', '29', '30', '34', '84', '85', '90']"
SERVICIOS AGROALIMENTARIOS SOCIEDAD COOPERATIVA ANDALUZA,"['4', '5', '7', '8', '9', '10', '11', '12', '13', '15', '17', '18', '19', '20', '21', '28', '29', '35', '39', '48']"
DEHAVEN TRADE GMBH,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
MONTERO FYE S.A.,"['35', '38', '39', '40', '45', '48', '53', '54', '55', '56', '59', '68', '69', '70', '72', '73', '82', '83']"
HOTZ BERRI S.L.,"['25', '28', '29', '32', '39', '40', '44', '48', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '82', '83', '84', '85', '90', '94']"
"ANÓNIMA ESPAÑOLA DE COMERCIO Y ECONOMÍA, S.A., (APOLO)","['25', '32', '34', '35', '38', '39', '40', '42', '48', '55', '56', '59', '62', '63', '64', '65', '68', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '93', '94', '96']"
LECIÑENA S.A.,['87']
"REPRESENTACIONES PLATINO S.A. / SUMINISTROS ELECTROMECÁNICOS, S.A. (ELEKSA)",['85']
"PRESENTACIONES PLATINO S.A. / BD CARIBE, S.L.","['10', '16', '17', '20', '22', '50', '51', '52', '53', '54', '58', '60', '66', '67', '69', '73', '76', '82', '94', '95', '96']"
Agencia para el Desarrollo de la Colaboración Internacional (ADCI),"['27', '28', '29', '30', '37', '38', '39', '40', '43', '64', '70', '73', '74', '76', '82', '83', '84', '86', '87', '89', '90', '91', '94']"
WILHELSEMSEN SHIPS SERVICE AS.,"['21', '27', '28', '29', '30', '34', '35', '36', '38', '39', '40', '42', '48', '49', '59', '61', '62', '63', '68', '70', '71', '73', '82', '83', '84', '85', '89', '90', '92', '95', '96']"
"PHOENICIA TRADING AFRO-ASIA, S.A.L.","['2', '3', '4', '6', '7', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '24', '25', '39', '41', '42', '43', '44', '48', '61', '62', '63', '64', '69', '70', '82', '84', '85', '87', '91', '94', '95', '96']"
L.B.S. DISTRIBUTION LTD.,"['6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96']"
CORPORACIÓN NACIONAL CHINA PARA LA IMPORTACIÓN Y EXPORTACIÓN DE MAQUINARIAS DE CONSTRUCCIÓN Y AGRÍCOLAS (CAMC),"['7', '10', '11', '12', '13', '14', '15', '16', '19', '23', '25', '26', '27', '28', '29', '30', '31', '32', '33', '35', '37', '38', '39', '40', '41', '43', '44', '47', '48', '50', '51', '52', '53', '54', '55', '56', '59', '60', '61', '62', '63', '64', '65', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '94', '96']"
"TU, S.A.","['15', '16', '20', '21', '22', '31', '32', '33', '34', '39', '40', '42', '43', '48', '49', '61', '62', '63', '64', '65', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '96']"
"PINTURAS GALINDO, S.L.","['32', '38', '96']"
"COMERCIAL TAKE OFF, S.A. / VNIIRA-OVD","['39', '40', '57', '58', '59', '84', '85', '88', '90', '91']"
